entrant_level,campus,fall_term,count_type,ethnicity,n
freshman,Santa Cruz,2019,Enr,White,1163
freshman,Santa Cruz,2020,Enr,White,1156
freshman,Santa Cruz,2021,Enr,White,1271
freshman,Santa Cruz,2022,Enr,White,1078
freshman,Santa Cruz,2023,Enr,White,1282
freshman,Santa Cruz,2024,Enr,White,1253
freshman,Santa Cruz,2025,Enr,White,1284
freshman,Santa Cruz,2017,Enr,Unknown,87
freshman,Santa Cruz,2018,Enr,Unknown,102
freshman,Santa Cruz,2019,Enr,Unknown,74
freshman,Santa Cruz,2020,Enr,Unknown,107
freshman,Santa Cruz,2021,Enr,Unknown,87
freshman,Santa Cruz,2022,Enr,Unknown,96
freshman,Santa Cruz,2023,Enr,Unknown,132
freshman,Santa Cruz,2024,Enr,Unknown,92
freshman,Santa Cruz,2025,Enr,Unknown,117
freshman,Santa Cruz,2017,Enr,International,442
freshman,Santa Cruz,2018,Enr,International,495
freshman,Santa Cruz,2019,Enr,International,485
freshman,Santa Cruz,2020,Enr,International,163
freshman,Santa Cruz,2021,Enr,International,153
freshman,Santa Cruz,2022,Enr,International,151
freshman,Santa Cruz,2023,Enr,International,119
freshman,Santa Cruz,2024,Enr,International,211
freshman,Santa Cruz,2025,Enr,International,173
transfer,Systemwide,2017,App,African American,2124
transfer,Systemwide,2018,App,African American,2332
transfer,Systemwide,2019,App,African American,2310
transfer,Systemwide,2020,App,African American,2443
transfer,Systemwide,2021,App,African American,2625
transfer,Systemwide,2022,App,African American,2429
transfer,Systemwide,2023,App,African American,2523
transfer,Systemwide,2024,App,African American,2671
transfer,Systemwide,2025,App,African American,2776
transfer,Systemwide,2017,App,American Indian,268
transfer,Systemwide,2018,App,American Indian,268
transfer,Systemwide,2019,App,American Indian,250
transfer,Systemwide,2020,App,American Indian,291
transfer,Systemwide,2021,App,American Indian,235
transfer,Systemwide,2022,App,American Indian,296
transfer,Systemwide,2023,App,American Indian,373
transfer,Systemwide,2024,App,American Indian,358
transfer,Systemwide,2025,App,American Indian,358
transfer,Systemwide,2017,App,Asian,9229
transfer,Systemwide,2018,App,Asian,9632
transfer,Systemwide,2019,App,Asian,9926
transfer,Systemwide,2020,App,Asian,10690
transfer,Systemwide,2021,App,Asian,12070
transfer,Systemwide,2022,App,Asian,11147
transfer,Systemwide,2023,App,Asian,11129
transfer,Systemwide,2024,App,Asian,12334
transfer,Systemwide,2025,App,Asian,12776
transfer,Systemwide,2017,App,Hispanic/Latino(a),9536
transfer,Systemwide,2018,App,Hispanic/Latino(a),10938
transfer,Systemwide,2019,App,Hispanic/Latino(a),10906
transfer,Systemwide,2020,App,Hispanic/Latino(a),11788
transfer,Systemwide,2021,App,Hispanic/Latino(a),12855
transfer,Systemwide,2022,App,Hispanic/Latino(a),11053
transfer,Systemwide,2023,App,Hispanic/Latino(a),10670
transfer,Systemwide,2024,App,Hispanic/Latino(a),11997
transfer,Systemwide,2025,App,Hispanic/Latino(a),12361
transfer,Systemwide,2017,App,Pacific Islander,151
transfer,Systemwide,2018,App,Pacific Islander,146
transfer,Systemwide,2019,App,Pacific Islander,122
transfer,Systemwide,2020,App,Pacific Islander,147
transfer,Systemwide,2021,App,Pacific Islander,150
transfer,Systemwide,2022,App,Pacific Islander,136
transfer,Systemwide,2023,App,Pacific Islander,104
transfer,Systemwide,2024,App,Pacific Islander,130
transfer,Systemwide,2025,App,Pacific Islander,132
transfer,Systemwide,2017,App,White,10622
transfer,Systemwide,2018,App,White,11243
transfer,Systemwide,2019,App,White,11211
transfer,Systemwide,2020,App,White,10782
transfer,Systemwide,2021,App,White,12116
transfer,Systemwide,2022,App,White,10911
transfer,Systemwide,2023,App,White,10440
transfer,Systemwide,2024,App,White,11018
transfer,Systemwide,2025,App,White,11085
transfer,Systemwide,2017,App,Unknown,1080
transfer,Systemwide,2018,App,Unknown,1090
transfer,Systemwide,2019,App,Unknown,1019
transfer,Systemwide,2020,App,Unknown,1510
transfer,Systemwide,2021,App,Unknown,861
transfer,Systemwide,2022,App,Unknown,776
transfer,Systemwide,2023,App,Unknown,927
transfer,Systemwide,2024,App,Unknown,1059
transfer,Systemwide,2025,App,Unknown,990
transfer,Systemwide,2017,App,International,5463
transfer,Systemwide,2018,App,International,5700
transfer,Systemwide,2019,App,International,5524
transfer,Systemwide,2020,App,International,5585
transfer,Systemwide,2021,App,International,5401
transfer,Systemwide,2022,App,International,3940
transfer,Systemwide,2023,App,International,3629
transfer,Systemwide,2024,App,International,4077
transfer,Systemwide,2025,App,International,4422
transfer,Systemwide,2017,Adm,African American,1256
transfer,Systemwide,2018,Adm,African American,1393
transfer,Systemwide,2019,Adm,African American,1363
transfer,Systemwide,2020,Adm,African American,1472
transfer,Systemwide,2021,Adm,African American,1469
transfer,Systemwide,2022,Adm,African American,1446
transfer,Systemwide,2023,Adm,African American,1471
transfer,Systemwide,2024,Adm,African American,1545
transfer,Systemwide,2025,Adm,African American,1641
transfer,Systemwide,2017,Adm,American Indian,165
transfer,Systemwide,2018,Adm,American Indian,175
transfer,Systemwide,2019,Adm,American Indian,163
transfer,Systemwide,2020,Adm,American Indian,191
transfer,Systemwide,2021,Adm,American Indian,144
transfer,Systemwide,2022,Adm,American Indian,205
transfer,Systemwide,2023,Adm,American Indian,233
transfer,Systemwide,2024,Adm,American Indian,225
transfer,Systemwide,2025,Adm,American Indian,223
transfer,Systemwide,2017,Adm,Asian,6699
transfer,Systemwide,2018,Adm,Asian,6895
transfer,Systemwide,2019,Adm,Asian,7115
transfer,Systemwide,2020,Adm,Asian,7676
transfer,Systemwide,2021,Adm,Asian,8365
transfer,Systemwide,2022,Adm,Asian,8004
transfer,Systemwide,2023,Adm,Asian,8209
transfer,Systemwide,2024,Adm,Asian,8594
transfer,Systemwide,2025,Adm,Asian,9120
transfer,Systemwide,2017,Adm,Hispanic/Latino(a),6656
transfer,Systemwide,2018,Adm,Hispanic/Latino(a),7629
transfer,Systemwide,2019,Adm,Hispanic/Latino(a),7554
transfer,Systemwide,2020,Adm,Hispanic/Latino(a),8217
transfer,Systemwide,2021,Adm,Hispanic/Latino(a),8479
transfer,Systemwide,2022,Adm,Hispanic/Latino(a),7559
transfer,Systemwide,2023,Adm,Hispanic/Latino(a),7336
transfer,Systemwide,2024,Adm,Hispanic/Latino(a),8154
transfer,Systemwide,2025,Adm,Hispanic/Latino(a),8528
transfer,Systemwide,2017,Adm,Pacific Islander,96
transfer,Systemwide,2018,Adm,Pacific Islander,81
transfer,Systemwide,2019,Adm,Pacific Islander,80
transfer,Systemwide,2020,Adm,Pacific Islander,84
transfer,Systemwide,2021,Adm,Pacific Islander,97
transfer,Systemwide,2022,Adm,Pacific Islander,81
transfer,Systemwide,2023,Adm,Pacific Islander,72
transfer,Systemwide,2024,Adm,Pacific Islander,79
transfer,Systemwide,2025,Adm,Pacific Islander,88
transfer,Systemwide,2017,Adm,Unknown,733
transfer,Systemwide,2018,Adm,Unknown,730
transfer,Systemwide,2019,Adm,Unknown,687
transfer,Systemwide,2020,Adm,Unknown,1060
transfer,Systemwide,2021,Adm,Unknown,561
transfer,Systemwide,2022,Adm,Unknown,537
transfer,Systemwide,2023,Adm,Unknown,669
transfer,Systemwide,2024,Adm,Unknown,698
transfer,Systemwide,2025,Adm,Unknown,653
transfer,Systemwide,2017,Adm,White,7376
transfer,Systemwide,2018,Adm,White,7793
transfer,Systemwide,2019,Adm,White,7737
transfer,Systemwide,2020,Adm,White,7596
transfer,Systemwide,2021,Adm,White,8060
transfer,Systemwide,2022,Adm,White,7532
transfer,Systemwide,2023,Adm,White,7390
transfer,Systemwide,2024,Adm,White,7705
transfer,Systemwide,2025,Adm,White,7842
transfer,Systemwide,2017,Adm,International,3689
transfer,Systemwide,2018,Adm,International,3837
transfer,Systemwide,2019,Adm,International,3829
transfer,Systemwide,2020,Adm,International,3771
transfer,Systemwide,2021,Adm,International,3485
transfer,Systemwide,2022,Adm,International,2310
transfer,Systemwide,2023,Adm,International,2155
transfer,Systemwide,2024,Adm,International,2393
transfer,Systemwide,2025,Adm,International,2766
transfer,Systemwide,2017,Enr,African American,919
transfer,Systemwide,2018,Enr,African American,981
transfer,Systemwide,2019,Enr,African American,960
transfer,Systemwide,2020,Enr,African American,1030
transfer,Systemwide,2021,Enr,African American,955
transfer,Systemwide,2022,Enr,African American,952
transfer,Systemwide,2023,Enr,African American,983
transfer,Systemwide,2024,Enr,African American,1017
transfer,Systemwide,2025,Enr,African American,1043
transfer,Systemwide,2017,Enr,American Indian,126
transfer,Systemwide,2018,Enr,American Indian,128
transfer,Systemwide,2019,Enr,American Indian,122
transfer,Systemwide,2020,Enr,American Indian,125
transfer,Systemwide,2021,Enr,American Indian,93
transfer,Systemwide,2022,Enr,American Indian,143
transfer,Systemwide,2023,Enr,American Indian,169
transfer,Systemwide,2024,Enr,American Indian,162
transfer,Systemwide,2025,Enr,American Indian,146
transfer,Systemwide,2017,Enr,Asian,5209
transfer,Systemwide,2018,Enr,Asian,5282
transfer,Systemwide,2019,Enr,Asian,5381
transfer,Systemwide,2020,Enr,Asian,5923
transfer,Systemwide,2021,Enr,Asian,6323
transfer,Systemwide,2022,Enr,Asian,6078
transfer,Systemwide,2023,Enr,Asian,6211
transfer,Systemwide,2024,Enr,Asian,6440
transfer,Systemwide,2025,Enr,Asian,6738
transfer,Systemwide,2017,Enr,Hispanic/Latino(a),4833
transfer,Systemwide,2018,Enr,Hispanic/Latino(a),5359
transfer,Systemwide,2019,Enr,Hispanic/Latino(a),5265
transfer,Systemwide,2020,Enr,Hispanic/Latino(a),5528
transfer,Systemwide,2021,Enr,Hispanic/Latino(a),5545
transfer,Systemwide,2022,Enr,Hispanic/Latino(a),4991
transfer,Systemwide,2023,Enr,Hispanic/Latino(a),4923
transfer,Systemwide,2024,Enr,Hispanic/Latino(a),5264
transfer,Systemwide,2025,Enr,Hispanic/Latino(a),5386
transfer,Systemwide,2017,Enr,Pacific Islander,64
transfer,Systemwide,2018,Enr,Pacific Islander,58
transfer,Systemwide,2019,Enr,Pacific Islander,59
transfer,Systemwide,2020,Enr,Pacific Islander,56
transfer,Systemwide,2021,Enr,Pacific Islander,66
transfer,Systemwide,2022,Enr,Pacific Islander,53
transfer,Systemwide,2023,Enr,Pacific Islander,39
transfer,Systemwide,2024,Enr,Pacific Islander,49
transfer,Systemwide,2025,Enr,Pacific Islander,54
transfer,Systemwide,2017,Enr,Unknown,532
transfer,Systemwide,2018,Enr,Unknown,518
transfer,Systemwide,2019,Enr,Unknown,494
transfer,Systemwide,2020,Enr,Unknown,752
transfer,Systemwide,2021,Enr,Unknown,398
transfer,Systemwide,2022,Enr,Unknown,377
transfer,Systemwide,2023,Enr,Unknown,483
transfer,Systemwide,2024,Enr,Unknown,476
transfer,Systemwide,2025,Enr,Unknown,473
transfer,Systemwide,2017,Enr,White,5569
transfer,Systemwide,2018,Enr,White,5758
transfer,Systemwide,2019,Enr,White,5711
transfer,Systemwide,2020,Enr,White,5566
transfer,Systemwide,2021,Enr,White,5599
transfer,Systemwide,2022,Enr,White,5304
transfer,Systemwide,2023,Enr,White,5244
transfer,Systemwide,2024,Enr,White,5405
transfer,Systemwide,2025,Enr,White,5429
transfer,Systemwide,2017,Enr,International,2760
transfer,Systemwide,2018,Enr,International,2931
transfer,Systemwide,2019,Enr,International,2864
transfer,Systemwide,2020,Enr,International,2765
transfer,Systemwide,2021,Enr,International,2530
transfer,Systemwide,2022,Enr,International,1663
transfer,Systemwide,2023,Enr,International,1535
transfer,Systemwide,2024,Enr,International,1658
transfer,Systemwide,2025,Enr,International,1961
transfer,Berkeley,2017,App,African American,983
transfer,Berkeley,2018,App,African American,1013
transfer,Berkeley,2019,App,African American,1001
transfer,Berkeley,2020,App,African American,1103
transfer,Berkeley,2021,App,African American,1130
transfer,Berkeley,2022,App,African American,1060
transfer,Berkeley,2023,App,African American,1098
transfer,Berkeley,2024,App,African American,1183
transfer,Berkeley,2025,App,African American,1259
transfer,Berkeley,2017,App,American Indian,109
transfer,Berkeley,2018,App,American Indian,107
transfer,Berkeley,2019,App,American Indian,113
transfer,Berkeley,2020,App,American Indian,126
transfer,Berkeley,2021,App,American Indian,101
transfer,Berkeley,2022,App,American Indian,119
transfer,Berkeley,2023,App,American Indian,155
transfer,Berkeley,2024,App,American Indian,149
transfer,Berkeley,2025,App,American Indian,154
transfer,Berkeley,2017,App,Asian,4683
transfer,Berkeley,2018,App,Asian,4759
transfer,Berkeley,2019,App,Asian,5008
transfer,Berkeley,2020,App,Asian,5474
transfer,Berkeley,2021,App,Asian,6470
transfer,Berkeley,2022,App,Asian,5927
transfer,Berkeley,2023,App,Asian,6182
transfer,Berkeley,2024,App,Asian,6852
transfer,Berkeley,2025,App,Asian,7620
transfer,Berkeley,2017,App,Hispanic/Latino(a),3871
transfer,Berkeley,2018,App,Hispanic/Latino(a),4192
transfer,Berkeley,2019,App,Hispanic/Latino(a),4066
transfer,Berkeley,2020,App,Hispanic/Latino(a),4548
transfer,Berkeley,2021,App,Hispanic/Latino(a),4926
transfer,Berkeley,2022,App,Hispanic/Latino(a),4373
transfer,Berkeley,2023,App,Hispanic/Latino(a),4237
transfer,Berkeley,2024,App,Hispanic/Latino(a),4894
transfer,Berkeley,2025,App,Hispanic/Latino(a),5268
transfer,Berkeley,2017,App,Pacific Islander,73
transfer,Berkeley,2018,App,Pacific Islander,59
transfer,Berkeley,2019,App,Pacific Islander,61
transfer,Berkeley,2020,App,Pacific Islander,69
transfer,Berkeley,2021,App,Pacific Islander,79
transfer,Berkeley,2022,App,Pacific Islander,64
transfer,Berkeley,2023,App,Pacific Islander,50
transfer,Berkeley,2024,App,Pacific Islander,60
transfer,Berkeley,2025,App,Pacific Islander,64
transfer,Berkeley,2017,App,White,4947
transfer,Berkeley,2018,App,White,4977
transfer,Berkeley,2019,App,White,4819
transfer,Berkeley,2020,App,White,4837
transfer,Berkeley,2021,App,White,5333
transfer,Berkeley,2022,App,White,4759
transfer,Berkeley,2023,App,White,4561
transfer,Berkeley,2024,App,White,4838
transfer,Berkeley,2025,App,White,5130
transfer,Berkeley,2017,App,Unknown,497
transfer,Berkeley,2018,App,Unknown,490
transfer,Berkeley,2019,App,Unknown,504
transfer,Berkeley,2020,App,Unknown,700
transfer,Berkeley,2021,App,Unknown,447
transfer,Berkeley,2022,App,Unknown,407
transfer,Berkeley,2023,App,Unknown,482
transfer,Berkeley,2024,App,Unknown,598
transfer,Berkeley,2025,App,Unknown,573
transfer,Berkeley,2017,App,International,3455
transfer,Berkeley,2018,App,International,3597
transfer,Berkeley,2019,App,International,3481
transfer,Berkeley,2020,App,International,3555
transfer,Berkeley,2021,App,International,3696
transfer,Berkeley,2022,App,International,2662
transfer,Berkeley,2023,App,International,2577
transfer,Berkeley,2024,App,International,2939
transfer,Berkeley,2025,App,International,3277
transfer,Berkeley,2017,Adm,African American,197
transfer,Berkeley,2018,Adm,African American,180
transfer,Berkeley,2019,Adm,African American,218
transfer,Berkeley,2020,Adm,African American,204
transfer,Berkeley,2021,Adm,African American,206
transfer,Berkeley,2022,Adm,African American,235
transfer,Berkeley,2023,Adm,African American,258
transfer,Berkeley,2024,Adm,African American,256
transfer,Berkeley,2025,Adm,African American,233
transfer,Berkeley,2017,Adm,American Indian,19
transfer,Berkeley,2018,Adm,American Indian,22
transfer,Berkeley,2019,Adm,American Indian,28
transfer,Berkeley,2020,Adm,American Indian,33
transfer,Berkeley,2021,Adm,American Indian,31
transfer,Berkeley,2022,Adm,American Indian,32
transfer,Berkeley,2023,Adm,American Indian,44
transfer,Berkeley,2024,Adm,American Indian,41
transfer,Berkeley,2025,Adm,American Indian,38
transfer,Berkeley,2017,Adm,Asian,1116
transfer,Berkeley,2018,Adm,Asian,1067
transfer,Berkeley,2019,Adm,Asian,1190
transfer,Berkeley,2020,Adm,Asian,1129
transfer,Berkeley,2021,Adm,Asian,1241
transfer,Berkeley,2022,Adm,Asian,1370
transfer,Berkeley,2023,Adm,Asian,1597
transfer,Berkeley,2024,Adm,Asian,1512
transfer,Berkeley,2025,Adm,Asian,1522
transfer,Berkeley,2017,Adm,Hispanic/Latino(a),877
transfer,Berkeley,2018,Adm,Hispanic/Latino(a),808
transfer,Berkeley,2019,Adm,Hispanic/Latino(a),962
transfer,Berkeley,2020,Adm,Hispanic/Latino(a),1040
transfer,Berkeley,2021,Adm,Hispanic/Latino(a),1124
transfer,Berkeley,2022,Adm,Hispanic/Latino(a),1118
transfer,Berkeley,2023,Adm,Hispanic/Latino(a),1111
transfer,Berkeley,2024,Adm,Hispanic/Latino(a),1223
transfer,Berkeley,2025,Adm,Hispanic/Latino(a),1118
transfer,Berkeley,2017,Adm,Pacific Islander,7
transfer,Berkeley,2018,Adm,Pacific Islander,6
transfer,Berkeley,2019,Adm,Pacific Islander,8
transfer,Berkeley,2020,Adm,Pacific Islander,10
transfer,Berkeley,2021,Adm,Pacific Islander,10
transfer,Berkeley,2022,Adm,Pacific Islander,13
transfer,Berkeley,2023,Adm,Pacific Islander,5
transfer,Berkeley,2024,Adm,Pacific Islander,10
transfer,Berkeley,2025,Adm,Pacific Islander,8
transfer,Berkeley,2017,Adm,Unknown,114
transfer,Berkeley,2018,Adm,Unknown,131
transfer,Berkeley,2019,Adm,Unknown,145
transfer,Berkeley,2020,Adm,Unknown,154
transfer,Berkeley,2021,Adm,Unknown,90
transfer,Berkeley,2022,Adm,Unknown,104
transfer,Berkeley,2023,Adm,Unknown,149
transfer,Berkeley,2024,Adm,Unknown,134
transfer,Berkeley,2025,Adm,Unknown,134
transfer,Berkeley,2017,Adm,White,1328
transfer,Berkeley,2018,Adm,White,1259
transfer,Berkeley,2019,Adm,White,1239
transfer,Berkeley,2020,Adm,White,1104
transfer,Berkeley,2021,Adm,White,1045
transfer,Berkeley,2022,Adm,White,1145
transfer,Berkeley,2023,Adm,White,1310
transfer,Berkeley,2024,Adm,White,1279
transfer,Berkeley,2025,Adm,White,1184
transfer,Berkeley,2017,Adm,International,657
transfer,Berkeley,2018,Adm,International,491
transfer,Berkeley,2019,Adm,International,511
transfer,Berkeley,2020,Adm,International,492
transfer,Berkeley,2021,Adm,International,556
transfer,Berkeley,2022,Adm,International,556
transfer,Berkeley,2023,Adm,International,600
transfer,Berkeley,2024,Adm,International,337
transfer,Berkeley,2025,Adm,International,819
transfer,Berkeley,2017,Enr,African American,127
transfer,Berkeley,2018,Enr,African American,110
transfer,Berkeley,2019,Enr,African American,139
transfer,Berkeley,2020,Enr,African American,114
transfer,Berkeley,2021,Enr,African American,122
transfer,Berkeley,2022,Enr,African American,133
transfer,Berkeley,2023,Enr,African American,146
transfer,Berkeley,2024,Enr,African American,144
transfer,Berkeley,2025,Enr,African American,144
transfer,Berkeley,2017,Enr,American Indian,13
transfer,Berkeley,2018,Enr,American Indian,12
transfer,Berkeley,2020,Enr,American Indian,19
transfer,Berkeley,2021,Enr,American Indian,15
transfer,Berkeley,2022,Enr,American Indian,13
transfer,Berkeley,2024,Enr,American Indian,19
transfer,Berkeley,2017,Enr,Asian,737
transfer,Berkeley,2018,Enr,Asian,620
transfer,Berkeley,2019,Enr,Asian,772
transfer,Berkeley,2020,Enr,Asian,695
transfer,Berkeley,2021,Enr,Asian,840
transfer,Berkeley,2022,Enr,Asian,829
transfer,Berkeley,2023,Enr,Asian,897
transfer,Berkeley,2024,Enr,Asian,895
transfer,Berkeley,2025,Enr,Asian,970
transfer,Berkeley,2017,Enr,Hispanic/Latino(a),515
transfer,Berkeley,2018,Enr,Hispanic/Latino(a),447
transfer,Berkeley,2019,Enr,Hispanic/Latino(a),517
transfer,Berkeley,2020,Enr,Hispanic/Latino(a),570
transfer,Berkeley,2021,Enr,Hispanic/Latino(a),602
transfer,Berkeley,2022,Enr,Hispanic/Latino(a),588
transfer,Berkeley,2023,Enr,Hispanic/Latino(a),553
transfer,Berkeley,2024,Enr,Hispanic/Latino(a),639
transfer,Berkeley,2025,Enr,Hispanic/Latino(a),617
transfer,Berkeley,2017,Enr,Pacific Islander,5
transfer,Berkeley,2018,Enr,Pacific Islander,5
transfer,Berkeley,2020,Enr,Pacific Islander,5
transfer,Berkeley,2021,Enr,Pacific Islander,7
transfer,Berkeley,2022,Enr,Pacific Islander,11
transfer,Berkeley,2024,Enr,Pacific Islander,7
transfer,Berkeley,2017,Enr,Unknown,64
transfer,Berkeley,2018,Enr,Unknown,82
transfer,Berkeley,2019,Enr,Unknown,88
transfer,Berkeley,2020,Enr,Unknown,97
transfer,Berkeley,2021,Enr,Unknown,61
transfer,Berkeley,2022,Enr,Unknown,62
transfer,Berkeley,2023,Enr,Unknown,84
transfer,Berkeley,2024,Enr,Unknown,74
transfer,Berkeley,2025,Enr,Unknown,93
transfer,Berkeley,2017,Enr,White,742
transfer,Berkeley,2018,Enr,White,663
transfer,Berkeley,2019,Enr,White,647
transfer,Berkeley,2020,Enr,White,628
transfer,Berkeley,2021,Enr,White,584
transfer,Berkeley,2022,Enr,White,623
transfer,Berkeley,2023,Enr,White,634
transfer,Berkeley,2024,Enr,White,679
transfer,Berkeley,2025,Enr,White,647
transfer,Berkeley,2017,Enr,International,512
transfer,Berkeley,2018,Enr,International,389
transfer,Berkeley,2019,Enr,International,372
transfer,Berkeley,2020,Enr,International,349
transfer,Berkeley,2021,Enr,International,417
transfer,Berkeley,2022,Enr,International,411
transfer,Berkeley,2023,Enr,International,431
transfer,Berkeley,2024,Enr,International,234
transfer,Berkeley,2025,Enr,International,561
transfer,Davis,2017,App,African American,830
transfer,Davis,2018,App,African American,868
transfer,Davis,2019,App,African American,860
transfer,Davis,2020,App,African American,912
transfer,Davis,2021,App,African American,975
transfer,Davis,2022,App,African American,828
transfer,Davis,2023,App,African American,830
transfer,Davis,2024,App,African American,914
transfer,Davis,2025,App,African American,1026
transfer,Davis,2017,App,American Indian,118
transfer,Davis,2018,App,American Indian,101
transfer,Davis,2019,App,American Indian,103
transfer,Davis,2020,App,American Indian,104
transfer,Davis,2021,App,American Indian,85
transfer,Davis,2022,App,American Indian,113
transfer,Davis,2023,App,American Indian,131
transfer,Davis,2024,App,American Indian,129
transfer,Davis,2025,App,American Indian,153
transfer,Davis,2017,App,Asian,4707
transfer,Davis,2018,App,Asian,4793
transfer,Davis,2019,App,Asian,4791
transfer,Davis,2020,App,Asian,5126
transfer,Davis,2021,App,Asian,5777
transfer,Davis,2022,App,Asian,4959
transfer,Davis,2023,App,Asian,4943
transfer,Davis,2024,App,Asian,5483
transfer,Davis,2025,App,Asian,5588
transfer,Davis,2017,App,Hispanic/Latino(a),3514
transfer,Davis,2018,App,Hispanic/Latino(a),3890
transfer,Davis,2019,App,Hispanic/Latino(a),3792
transfer,Davis,2020,App,Hispanic/Latino(a),4121
transfer,Davis,2021,App,Hispanic/Latino(a),4404
transfer,Davis,2022,App,Hispanic/Latino(a),3608
transfer,Davis,2023,App,Hispanic/Latino(a),3335
transfer,Davis,2024,App,Hispanic/Latino(a),3814
transfer,Davis,2025,App,Hispanic/Latino(a),4053
transfer,Davis,2017,App,Pacific Islander,63
transfer,Davis,2018,App,Pacific Islander,70
transfer,Davis,2019,App,Pacific Islander,60
transfer,Davis,2020,App,Pacific Islander,72
transfer,Davis,2021,App,Pacific Islander,61
transfer,Davis,2022,App,Pacific Islander,68
transfer,Davis,2023,App,Pacific Islander,41
transfer,Davis,2024,App,Pacific Islander,57
transfer,Davis,2025,App,Pacific Islander,48
transfer,Davis,2017,App,White,4158
transfer,Davis,2018,App,White,4460
transfer,Davis,2019,App,White,4303
transfer,Davis,2020,App,White,4188
transfer,Davis,2021,App,White,4617
transfer,Davis,2022,App,White,3906
transfer,Davis,2023,App,White,3684
transfer,Davis,2024,App,White,3903
transfer,Davis,2025,App,White,3870
transfer,Davis,2017,App,Unknown,454
transfer,Davis,2018,App,Unknown,420
transfer,Davis,2019,App,Unknown,364
transfer,Davis,2020,App,Unknown,571
transfer,Davis,2021,App,Unknown,365
transfer,Davis,2022,App,Unknown,312
transfer,Davis,2023,App,Unknown,370
transfer,Davis,2024,App,Unknown,395
transfer,Davis,2025,App,Unknown,399
transfer,Davis,2017,App,International,2940
transfer,Davis,2018,App,International,3021
transfer,Davis,2019,App,International,2837
transfer,Davis,2020,App,International,2813
transfer,Davis,2021,App,International,2481
transfer,Davis,2022,App,International,1739
transfer,Davis,2023,App,International,1421
transfer,Davis,2024,App,International,1783
transfer,Davis,2025,App,International,2031
transfer,Davis,2017,Adm,African American,407
transfer,Davis,2018,Adm,African American,401
transfer,Davis,2019,Adm,African American,384
transfer,Davis,2020,Adm,African American,399
transfer,Davis,2021,Adm,African American,397
transfer,Davis,2022,Adm,African American,414
transfer,Davis,2023,Adm,African American,447
transfer,Davis,2024,Adm,African American,441
transfer,Davis,2025,Adm,African American,434
transfer,Davis,2017,Adm,American Indian,62
transfer,Davis,2018,Adm,American Indian,47
transfer,Davis,2019,Adm,American Indian,51
transfer,Davis,2020,Adm,American Indian,51
transfer,Davis,2021,Adm,American Indian,41
transfer,Davis,2022,Adm,American Indian,62
transfer,Davis,2023,Adm,American Indian,70
transfer,Davis,2024,Adm,American Indian,72
transfer,Davis,2025,Adm,American Indian,66
transfer,Davis,2017,Adm,Asian,2884
transfer,Davis,2018,Adm,Asian,2590
transfer,Davis,2019,Adm,Asian,2692
transfer,Davis,2020,Adm,Asian,2856
transfer,Davis,2021,Adm,Asian,2977
transfer,Davis,2022,Adm,Asian,3055
transfer,Davis,2023,Adm,Asian,3261
transfer,Davis,2024,Adm,Asian,3304
transfer,Davis,2025,Adm,Asian,3200
transfer,Davis,2017,Adm,Hispanic/Latino(a),2059
transfer,Davis,2018,Adm,Hispanic/Latino(a),2020
transfer,Davis,2019,Adm,Hispanic/Latino(a),2049
transfer,Davis,2020,Adm,Hispanic/Latino(a),2144
transfer,Davis,2021,Adm,Hispanic/Latino(a),2036
transfer,Davis,2022,Adm,Hispanic/Latino(a),2122
transfer,Davis,2023,Adm,Hispanic/Latino(a),2075
transfer,Davis,2024,Adm,Hispanic/Latino(a),2178
transfer,Davis,2025,Adm,Hispanic/Latino(a),2204
transfer,Davis,2017,Adm,Pacific Islander,35
transfer,Davis,2018,Adm,Pacific Islander,33
transfer,Davis,2019,Adm,Pacific Islander,36
transfer,Davis,2020,Adm,Pacific Islander,32
transfer,Davis,2021,Adm,Pacific Islander,24
transfer,Davis,2022,Adm,Pacific Islander,31
transfer,Davis,2023,Adm,Pacific Islander,24
transfer,Davis,2024,Adm,Pacific Islander,33
transfer,Davis,2025,Adm,Pacific Islander,22
transfer,Davis,2017,Adm,Unknown,273
transfer,Davis,2018,Adm,Unknown,236
transfer,Davis,2019,Adm,Unknown,217
transfer,Davis,2020,Adm,Unknown,315
transfer,Davis,2021,Adm,Unknown,180
transfer,Davis,2022,Adm,Unknown,191
transfer,Davis,2023,Adm,Unknown,261
transfer,Davis,2024,Adm,Unknown,217
transfer,Davis,2025,Adm,Unknown,214
transfer,Davis,2017,Adm,White,2622
transfer,Davis,2018,Adm,White,2553
transfer,Davis,2019,Adm,White,2486
transfer,Davis,2020,Adm,White,2355
transfer,Davis,2021,Adm,White,2346
transfer,Davis,2022,Adm,White,2312
transfer,Davis,2023,Adm,White,2425
transfer,Davis,2024,Adm,White,2367
transfer,Davis,2025,Adm,White,2286
transfer,Davis,2017,Adm,International,1902
transfer,Davis,2018,Adm,International,1842
transfer,Davis,2019,Adm,International,1818
transfer,Davis,2020,Adm,International,1777
transfer,Davis,2021,Adm,International,1453
transfer,Davis,2022,Adm,International,858
transfer,Davis,2023,Adm,International,926
transfer,Davis,2024,Adm,International,994
transfer,Davis,2025,Adm,International,1257
transfer,Davis,2017,Enr,African American,150
transfer,Davis,2018,Enr,African American,134
transfer,Davis,2019,Enr,African American,147
